sentence_id,text,gold_label,prediction,class_index,class_name,feature_index,feature_text,model_token,normalized_feature,shap_value,absolute_shap_value,increases_target_logit,is_content
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,0,,[CLS],[CLS],-2.9802322387695312e-08,2.9802322387695312e-08,0,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,0,,[CLS],[CLS],-7.450580596923828e-08,7.450580596923828e-08,0,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,1,The ,the,the,-0.024308085441589355,0.024308085441589355,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,1,The ,the,the,0.05633069574832916,0.05633069574832916,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,2,screenplay ,screenplay,screenplay,0.250351982191205,0.250351982191205,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,2,screenplay ,screenplay,screenplay,-0.23555311933159828,0.23555311933159828,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,3,is ,is,is,0.364562826231122,0.364562826231122,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,3,is ,is,is,-0.32215552404522896,0.32215552404522896,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,4,weak ,weak,weak,2.113469894975424,2.113469894975424,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,4,weak ,weak,weak,-1.7650914564728737,1.7650914564728737,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,5,but ,but,but,-0.24372868984937668,0.24372868984937668,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,5,but ,but,but,0.20551921054720879,0.20551921054720879,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,6,the ,the,the,-0.39094368694350123,0.39094368694350123,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,6,the ,the,the,0.3448880943469703,0.3448880943469703,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,7,lead ,lead,lead,-0.282686207909137,0.282686207909137,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,7,lead ,lead,lead,0.2799287517555058,0.2799287517555058,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,8,actor ,actor,actor,-0.0593506614677608,0.0593506614677608,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,8,actor ,actor,actor,0.03803592291660607,0.03803592291660607,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,9,delivers ,delivers,delivers,-1.1191793219186366,1.1191793219186366,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,9,delivers ,delivers,delivers,0.9874692249577492,0.9874692249577492,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,10,a ,a,a,-0.20489528961479664,0.20489528961479664,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,10,a ,a,a,0.18511776626110077,0.18511776626110077,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,11,capt,capt,capt,-1.3572708764113486,1.3572708764113486,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,11,capt,capt,capt,1.309847246389836,1.309847246389836,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,12,ivating ,##ivating,##ivating,-1.076266787480563,1.076266787480563,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,12,ivating ,##ivating,##ivating,1.0238796365447342,1.0238796365447342,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,13,turn,turn,turn,0.3580785859376192,0.3580785859376192,1,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,13,turn,turn,turn,-0.2965041399002075,0.2965041399002075,0,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,14,.,.,.,0.08318483829498291,0.08318483829498291,1,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,14,.,.,.,-0.05873104929924011,0.05873104929924011,0,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,15,,[SEP],[SEP],0.0,0.0,0,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,15,,[SEP],[SEP],0.0,0.0,0,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,0,,[CLS],[CLS],-4.470348358154297e-08,4.470348358154297e-08,0,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,0,,[CLS],[CLS],-3.725290298461914e-08,3.725290298461914e-08,0,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,1,A ,a,a,-0.2763114273548126,0.2763114273548126,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,1,A ,a,a,0.22686714679002762,0.22686714679002762,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,2,hollow ,hollow,hollow,1.9841168969869614,1.9841168969869614,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,2,hollow ,hollow,hollow,-1.7097736597061157,1.7097736597061157,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,3,and ,and,and,0.29990091919898987,0.29990091919898987,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,3,and ,and,and,-0.22965440154075623,0.22965440154075623,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,4,disappointing ,disappointing,disappointing,1.368670935742557,1.368670935742557,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,4,disappointing ,disappointing,disappointing,-1.3170433671912178,1.3170433671912178,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,5,sequel ,sequel,sequel,0.4228457910940051,0.4228457910940051,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,5,sequel ,sequel,sequel,-0.39369439345318824,0.39369439345318824,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,6,that ,that,that,0.6273637320846319,0.6273637320846319,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,6,that ,that,that,-0.5297615262679756,0.5297615262679756,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,7,betray,betray,betray,0.5717857935815118,0.5717857935815118,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,7,betray,betray,betray,-0.46070114721078426,0.46070114721078426,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,8,s ,##s,##s,-0.1351449946523644,0.1351449946523644,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,8,s ,##s,##s,0.06941601994913071,0.06941601994913071,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,9,everything ,everything,everything,-0.038778527989052236,0.038778527989052236,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,9,everything ,everything,everything,0.09293478212202899,0.09293478212202899,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,10,the ,the,the,0.036940600257366896,0.036940600257366896,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,10,the ,the,the,-0.04219090679544024,0.04219090679544024,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,11,original ,original,original,0.12702619470655918,0.12702619470655918,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,11,original ,original,original,-0.12932065105997026,0.12932065105997026,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,12,stood ,stood,stood,0.562997268512845,0.562997268512845,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,12,stood ,stood,stood,-0.5282043649349362,0.5282043649349362,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,13,for,for,for,0.11728566884994507,0.11728566884994507,1,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,13,for,for,for,-0.06144307740032673,0.06144307740032673,0,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,14,.,.,.,0.04182277247309685,0.04182277247309685,1,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,14,.,.,.,-0.023922525346279144,0.023922525346279144,0,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,15,,[SEP],[SEP],0.0,0.0,0,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,15,,[SEP],[SEP],0.0,0.0,0,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,0,,[CLS],[CLS],-1.341104507446289e-07,1.341104507446289e-07,0,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,0,,[CLS],[CLS],2.9802322387695312e-08,2.9802322387695312e-08,1,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,1,Funny,funny,funny,-0.8293185718357563,0.8293185718357563,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,1,Funny,funny,funny,0.7478740205988288,0.7478740205988288,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,2,", ",",",",",0.35556209459900856,0.35556209459900856,1,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,2,", ",",",",",-0.29860499408096075,0.29860499408096075,0,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,3,heart,heart,heart,-0.6303478190675378,0.6303478190675378,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,3,heart,heart,heart,0.6054244013503194,0.6054244013503194,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,4,felt ,##felt,##felt,0.2437092224135995,0.2437092224135995,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,4,felt ,##felt,##felt,-0.18885078746825457,0.18885078746825457,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,5,and ,and,and,-0.1267978698015213,0.1267978698015213,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,5,and ,and,and,0.14629033207893372,0.14629033207893372,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,6,endless,endless,endless,-0.10235542876762338,0.10235542876762338,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,6,endless,endless,endless,0.06861643132288009,0.06861643132288009,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,7,ly ,##ly,##ly,-0.012069894728483632,0.012069894728483632,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,7,ly ,##ly,##ly,0.043571027112193406,0.043571027112193406,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,8,entertaining ,entertaining,entertaining,-1.4726940707478207,1.4726940707478207,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,8,entertaining ,entertaining,entertaining,1.3631053279386833,1.3631053279386833,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,9,from ,from,from,-0.031318603752879426,0.031318603752879426,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,9,from ,from,from,0.05202283768448979,0.05202283768448979,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,10,beginning ,beginning,beginning,-0.24704665946774185,0.24704665946774185,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,10,beginning ,beginning,beginning,0.22821601486066356,0.22821601486066356,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,11,to ,to,to,0.22165895882062614,0.22165895882062614,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,11,to ,to,to,-0.18219905759906396,0.18219905759906396,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,12,end,end,end,0.10868217423558235,0.10868217423558235,1,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,12,end,end,end,-0.11453245545271784,0.11453245545271784,0,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,13,.,.,.,0.1159980297088623,0.1159980297088623,1,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,13,.,.,.,-0.09616892412304878,0.09616892412304878,0,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,14,,[SEP],[SEP],0.0,0.0,0,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,14,,[SEP],[SEP],0.0,0.0,0,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,0,,[CLS],[CLS],0.02312952047213912,0.02312952047213912,1,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,0,,[CLS],[CLS],-0.021807580953463912,0.021807580953463912,0,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,1,It,it,it,0.11823086578321333,0.11823086578321333,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,1,It,it,it,-0.10261535722141464,0.10261535722141464,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,2,',',',0.11823086578321333,0.11823086578321333,1,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,2,',',',-0.10261535722141464,0.10261535722141464,0,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,3,s ,s,s,0.08916205957454319,0.08916205957454319,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,3,s ,s,s,-0.07930411755417784,0.07930411755417784,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,4,just ,just,just,0.7205714671581518,0.7205714671581518,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,4,just ,just,just,-0.6302785590523854,0.6302785590523854,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,5,disappointing,disappointing,disappointing,2.3090502130653476,2.3090502130653476,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,5,disappointing,disappointing,disappointing,-2.0207349676056765,2.0207349676056765,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,6,ly ,##ly,##ly,-0.1286844015266979,0.1286844015266979,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,6,ly ,##ly,##ly,0.11330116569297388,0.11330116569297388,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,7,superficial,superficial,superficial,1.2722510607127333,1.2722510607127333,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,7,superficial,superficial,superficial,-1.1292687845998444,1.1292687845998444,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,8,—,—,—,0.08983373503724579,0.08983373503724579,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,8,—,—,—,-0.07160864683100954,0.07160864683100954,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,9,a ,a,a,0.1409659825876588,0.1409659825876588,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,9,a ,a,a,-0.11714008111448493,0.11714008111448493,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,10,movie ,movie,movie,0.44639050286787096,0.44639050286787096,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,10,movie ,movie,movie,-0.3921710492722923,0.3921710492722923,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,11,that ,that,that,0.08305228456447367,0.08305228456447367,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,11,that ,that,that,-0.0642948224558495,0.0642948224558495,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,12,has ,has,has,0.07815530571679119,0.07815530571679119,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,12,has ,has,has,-0.06416456395527348,0.06416456395527348,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,13,all ,all,all,-0.03750243387185037,0.03750243387185037,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,13,all ,all,all,0.037933918996714056,0.037933918996714056,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,14,the ,the,the,0.01970585880917497,0.01970585880917497,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,14,the ,the,the,-0.01499122497625649,0.01499122497625649,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,15,elements ,elements,elements,0.01149755184139524,0.01149755184139524,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,15,elements ,elements,elements,-0.01767386283193316,0.01767386283193316,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,16,necessary ,necessary,necessary,0.030831540269511085,0.030831540269511085,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,16,necessary ,necessary,necessary,-0.028998924153191705,0.028998924153191705,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,17,to ,to,to,0.08211915407861982,0.08211915407861982,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,17,to ,to,to,-0.06286790754113879,0.06286790754113879,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,18,be ,be,be,0.0772720000573567,0.0772720000573567,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,18,be ,be,be,-0.058822853224618096,0.058822853224618096,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,19,a ,a,a,-0.10451468736642883,0.10451468736642883,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,19,a ,a,a,0.0917644410261086,0.0917644410261086,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,20,fascinating,fascinating,fascinating,-0.16488802344316528,0.16488802344316528,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,20,fascinating,fascinating,fascinating,0.14712653149451527,0.14712653149451527,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,21,", ",",",",",0.004487578712758565,0.004487578712758565,1,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,21,", ",",",",",0.0004261827894619535,0.0004261827894619535,1,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,22,involving ,involving,involving,0.12092544076343377,0.12092544076343377,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,22,involving ,involving,involving,-0.12731426892181236,0.12731426892181236,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,23,character ,character,character,0.07633257222672303,0.07633257222672303,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,23,character ,character,character,-0.09054290813704331,0.09054290813704331,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,24,study,study,study,0.05376755942900975,0.05376755942900975,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,24,study,study,study,-0.05909152080615361,0.05909152080615361,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,25,", ",",",",",0.021777868270874023,0.021777868270874023,1,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,25,", ",",",",",-0.0267312154173851,0.0267312154173851,0,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,26,but ,but,but,0.15752741694450378,0.15752741694450378,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,26,but ,but,but,-0.14281892031431198,0.14281892031431198,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,27,never ,never,never,-0.17583412304520607,0.17583412304520607,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,27,never ,never,never,0.13883516751229763,0.13883516751229763,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,28,does ,does,does,-0.05100907012820244,0.05100907012820244,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,28,does ,does,does,0.007696961984038353,0.007696961984038353,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,29,more ,more,more,-0.164665125310421,0.164665125310421,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,29,more ,more,more,0.1575783956795931,0.1575783956795931,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,30,than ,than,than,-0.1278138980269432,0.1278138980269432,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,30,than ,than,than,0.12745136953890324,0.12745136953890324,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,31,scratch ,scratch,scratch,0.2195503649612268,0.2195503649612268,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,31,scratch ,scratch,scratch,-0.18683896586298943,0.18683896586298943,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,32,the ,the,the,0.06755543996890387,0.06755543996890387,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,32,the ,the,the,-0.05387828126549721,0.05387828126549721,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,33,surface,surface,surface,0.15203008179863295,0.15203008179863295,1,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,33,surface,surface,surface,-0.14040768146514893,0.14040768146514893,0,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,34,.,.,.,-0.04454267770051956,0.04454267770051956,0,0
