sentence_id,text,gold_label,prediction,class_index,class_name,word_index,word,shap_value,absolute_shap_value,increases_target_logit
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,4,superficial,1.2722510607127333,1.2722510607127333,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,4,superficial,-1.1292687845998444,1.1292687845998444,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,5,—,0.08983373503724579,0.08983373503724579,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,5,—,-0.07160864683100954,0.07160864683100954,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,6,a,0.1409659825876588,0.1409659825876588,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,6,a,-0.11714008111448493,0.11714008111448493,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,7,movie,0.44639050286787096,0.44639050286787096,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,7,movie,-0.3921710492722923,0.3921710492722923,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,8,that,0.08305228456447367,0.08305228456447367,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,8,that,-0.0642948224558495,0.0642948224558495,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,9,has,0.07815530571679119,0.07815530571679119,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,9,has,-0.06416456395527348,0.06416456395527348,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,10,all,-0.03750243387185037,0.03750243387185037,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,10,all,0.037933918996714056,0.037933918996714056,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,11,the,0.01970585880917497,0.01970585880917497,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,11,the,-0.01499122497625649,0.01499122497625649,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,12,elements,0.01149755184139524,0.01149755184139524,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,12,elements,-0.01767386283193316,0.01767386283193316,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,13,necessary,0.030831540269511085,0.030831540269511085,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,13,necessary,-0.028998924153191705,0.028998924153191705,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,14,to,0.08211915407861982,0.08211915407861982,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,14,to,-0.06286790754113879,0.06286790754113879,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,15,be,0.0772720000573567,0.0772720000573567,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,15,be,-0.058822853224618096,0.058822853224618096,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,16,a,-0.10451468736642883,0.10451468736642883,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,16,a,0.0917644410261086,0.0917644410261086,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,17,fascinating,-0.16488802344316528,0.16488802344316528,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,17,fascinating,0.14712653149451527,0.14712653149451527,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,18,involving,0.12092544076343377,0.12092544076343377,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,18,involving,-0.12731426892181236,0.12731426892181236,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,19,character,0.07633257222672303,0.07633257222672303,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,19,character,-0.09054290813704331,0.09054290813704331,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,20,study,0.05376755942900975,0.05376755942900975,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,20,study,-0.05909152080615361,0.05909152080615361,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,21,but,0.15752741694450378,0.15752741694450378,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,21,but,-0.14281892031431198,0.14281892031431198,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,22,never,-0.17583412304520607,0.17583412304520607,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,22,never,0.13883516751229763,0.13883516751229763,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,23,does,-0.05100907012820244,0.05100907012820244,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,23,does,0.007696961984038353,0.007696961984038353,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,24,more,-0.164665125310421,0.164665125310421,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,24,more,0.1575783956795931,0.1575783956795931,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,25,than,-0.1278138980269432,0.1278138980269432,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,25,than,0.12745136953890324,0.12745136953890324,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,26,scratch,0.2195503649612268,0.2195503649612268,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,26,scratch,-0.18683896586298943,0.18683896586298943,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,27,the,0.06755543996890387,0.06755543996890387,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,27,the,-0.05387828126549721,0.05387828126549721,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,28,surface,0.15203008179863295,0.15203008179863295,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,28,surface,-0.14040768146514893,0.14040768146514893,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,0,it,0.32561031728982925,0.32561031728982925,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,0,it,-0.2720932140946388,0.2720932140946388,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,1,provides,-0.4047548286616802,0.4047548286616802,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,1,provides,0.3204402010887861,0.3204402010887861,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,2,the,-0.03487884998321533,0.03487884998321533,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,2,the,0.019940493628382683,0.019940493628382683,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,3,grand,-0.5457708351314068,0.5457708351314068,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,3,grand,0.5495278500020504,0.5495278500020504,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,4,intelligent,-0.14776086807250977,0.14776086807250977,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,4,intelligent,0.15658411756157875,0.15658411756157875,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,5,entertainment,-0.2972111105918884,0.2972111105918884,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,5,entertainment,0.31699341908097267,0.31699341908097267,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,6,of,0.06427952647209167,0.06427952647209167,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,6,of,-0.05438036099076271,0.05438036099076271,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,7,a,0.007688552141189575,0.007688552141189575,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,7,a,0.0037831924855709076,0.0037831924855709076,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,8,superior,-0.022386446595191956,0.022386446595191956,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,8,superior,0.05483686178922653,0.05483686178922653,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,9,cast,-0.22676746547222137,0.22676746547222137,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,9,cast,0.2430874928832054,0.2430874928832054,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,10,playing,0.03450881689786911,0.03450881689786911,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,10,playing,-0.046391814947128296,0.046391814947128296,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,11,smart,-0.02134834975004196,0.02134834975004196,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,11,smart,0.023539498448371887,0.023539498448371887,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,12,people,-0.0914270207285881,0.0914270207285881,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,12,people,0.09484769962728024,0.09484769962728024,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,13,amid,0.17321310937404633,0.17321310937404633,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,13,amid,-0.14604688249528408,0.14604688249528408,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,14,a,-0.09650334312270085,0.09650334312270085,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,14,a,0.10973286954686046,0.10973286954686046,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,15,compelling,-0.48371812670181197,0.48371812670181197,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,15,compelling,0.47991382284089923,0.47991382284089923,1
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,0,NEG,16,plot,-0.022402790064613026,0.022402790064613026,0
D02,"It provides the grand, intelligent entertainment of a superior cast playing smart people amid a compelling plot.",POS,POS,1,POS,16,plot,0.02732182014733553,0.02732182014733553,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,0,it,0.18620076154669124,0.18620076154669124,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,0,it,-0.15959365013986826,0.15959365013986826,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,1,s,0.15658264917631945,0.15658264917631945,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,1,s,-0.13078871555626392,0.13078871555626392,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,2,a,0.09093926474452019,0.09093926474452019,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,2,a,-0.08812159858644009,0.08812159858644009,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,3,bad,1.078889962285757,1.078889962285757,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,3,bad,-0.9951331205666065,0.9951331205666065,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,4,thing,-0.04560702946037054,0.04560702946037054,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,4,thing,0.03139625699259341,0.03139625699259341,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,5,when,-0.114777528680861,0.114777528680861,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,5,when,0.08490335545502603,0.08490335545502603,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,6,a,-0.028739929664880037,0.028739929664880037,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,6,a,0.02397917176131159,0.02397917176131159,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,7,movie,-0.008505943696945906,0.008505943696945906,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,7,movie,0.008673724136315286,0.008673724136315286,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,8,has,0.49276224710047245,0.49276224710047245,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,8,has,-0.4528901619196404,0.4528901619196404,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,9,about,0.6899000201374292,0.6899000201374292,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,9,about,-0.6088773323863279,0.6088773323863279,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,10,as,0.19779865257441998,0.19779865257441998,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,10,as,-0.17248210730031133,0.17248210730031133,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,11,much,0.3599631693214178,0.3599631693214178,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,11,much,-0.32806732738390565,0.32806732738390565,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,12,substance,0.9062163587659597,0.9062163587659597,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,12,substance,-0.7673969813622534,0.7673969813622534,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,13,as,0.4120612945407629,0.4120612945407629,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,13,as,-0.3472728473134339,0.3472728473134339,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,14,its,0.22978962067281827,0.22978962067281827,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,14,its,-0.22010630602017045,0.22010630602017045,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,15,end,-0.044235209410544485,0.044235209410544485,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,15,end,0.02804368967190385,0.02804368967190385,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,16,credits,0.3474366422742605,0.3474366422742605,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,16,credits,-0.3051574882119894,0.3051574882119894,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,17,blooper,1.010268174111843,1.010268174111843,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,17,blooper,-0.9653901122510432,0.9653901122510432,0
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,0,NEG,18,reel,0.07319176045712084,0.07319176045712084,1
D03,It's a bad thing when a movie has about as much substance as its end-credits blooper reel.,NEG,NEG,1,POS,18,reel,-0.10012963879853487,0.10012963879853487,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,0,first,0.029793135821819305,0.029793135821819305,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,0,first,-0.008684627711772919,0.008684627711772919,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,1,time,-0.13298654556274414,0.13298654556274414,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,1,time,0.13300127536058426,0.13300127536058426,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,2,writer,0.043522078543901443,0.043522078543901443,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,2,writer,-0.027326217542092007,0.027326217542092007,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,3,director,0.11966712772846222,0.11966712772846222,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,3,director,-0.11113567898670833,0.11113567898670833,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,4,serry,0.12160280719399452,0.12160280719399452,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,4,serry,-0.10804939828813076,0.10804939828813076,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,5,shows,-0.057146839797496796,0.057146839797496796,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,5,shows,0.021715928800404072,0.021715928800404072,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,6,a,0.027134235948324203,0.027134235948324203,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,6,a,-0.028681612573564053,0.028681612573564053,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,7,remarkable,-0.28911965899169445,0.28911965899169445,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,7,remarkable,0.2788092661648989,0.2788092661648989,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,8,gift,-0.1840356569737196,0.1840356569737196,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,8,gift,0.1559957880526781,0.1559957880526781,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,9,for,-0.03982173278927803,0.03982173278927803,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,9,for,0.0506709311157465,0.0506709311157465,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,10,storytelling,-0.3022719547152519,0.3022719547152519,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,10,storytelling,0.32976616360247135,0.32976616360247135,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,11,with,-0.054905556297550596,0.054905556297550596,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,11,with,0.05998810997698456,0.05998810997698456,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,12,this,0.0838327797440191,0.0838327797440191,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,12,this,-0.03686679096426815,0.03686679096426815,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,13,moving,-0.09765220961223046,0.09765220961223046,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,13,moving,0.09890495683066547,0.09890495683066547,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,14,effective,-0.373651921749115,0.373651921749115,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,14,effective,0.42128801345825195,0.42128801345825195,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,15,little,-0.14355608820915222,0.14355608820915222,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,15,little,0.12182636559009552,0.12182636559009552,1
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,0,NEG,16,film,-0.2786315381526947,0.2786315381526947,0
D04,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, effective little film.",POS,POS,1,POS,16,film,0.27194763720035553,0.27194763720035553,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,0,the,0.05704552307724953,0.05704552307724953,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,0,the,-0.020348782651126385,0.020348782651126385,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,1,entire,0.5118548106402159,0.5118548106402159,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,1,entire,-0.4474175744690001,0.4474175744690001,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,2,movie,0.4359538909047842,0.4359538909047842,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,2,movie,-0.4439288475550711,0.4439288475550711,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,3,is,0.04944480304948229,0.04944480304948229,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,3,is,-0.049136163459479576,0.049136163459479576,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,4,about,-0.4144590171181335,0.4144590171181335,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,4,about,0.36072558330124593,0.36072558330124593,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,5,a,0.11927870148792863,0.11927870148792863,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,5,a,-0.14767511023092084,0.14767511023092084,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,6,boring,1.9484182461164892,1.9484182461164892,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,6,boring,-1.7333647737104911,1.7333647737104911,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,7,sad,0.4683750867843628,0.4683750867843628,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,7,sad,-0.45551687851548195,0.45551687851548195,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,8,man,-0.20018387585878372,0.20018387585878372,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,8,man,0.18459613248705864,0.18459613248705864,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,9,being,0.12429604586213827,0.12429604586213827,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,9,being,-0.08965851925313473,0.08965851925313473,0
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,0,NEG,10,boring,1.1813298175111413,1.1813298175111413,1
D05,"The entire movie is about a boring, sad man being boring and sad.",NEG,NEG,1,POS,10,boring,-1.1059150267392397,1.1059150267392397,0
